invoice_no,stock_code,description,category,quantity,invoice_date,unit_price_GBP,revenue_GBP,customer_id,country,current_stock,reorder_point,lead_time_days,stock_status
578493,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,1,2010-09-18,2.95,2.95,C16139,United Kingdom,28,22,3,Adequate
569816,S10012,HAND WARMER UNION JACK,Gifts,48,2010-09-18,1.87,89.68,C14605,France,254,60,3,Adequate
590480,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,1,2010-09-19,1.74,1.74,C14690,United Kingdom,280,35,16,Adequate
568420,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,2,2010-09-19,7.37,14.74,C16247,Netherlands,196,86,18,Adequate
585148,S10012,HAND WARMER UNION JACK,Gifts,6,2010-09-19,1.9,11.41,C17134,United Kingdom,254,60,3,Adequate
539678,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-09-19,1.16,2.33,C13122,United Kingdom,237,65,5,Adequate
575999,S10002,JUMBO BAG RED RETROSPOT,Bags,1,2010-09-19,1.66,1.66,C18960,United Kingdom,215,51,16,Adequate
593298,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,2,2010-09-19,4.51,9.03,C19292,United Kingdom,191,64,15,Adequate
523484,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,1,2010-09-19,2.6,2.6,C11112,Spain,144,62,16,Adequate
550275,S10015,PINK CHERRY LIGHTS,Lighting,2,2010-09-19,7.07,14.13,C16793,United Kingdom,107,31,4,Adequate
581085,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,2,2010-09-19,6.88,13.75,C14857,United Kingdom,196,86,18,Adequate
586162,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,4,2010-09-19,1.77,7.1,C12077,United Kingdom,280,35,16,Adequate
539328,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,3,2010-09-20,5.13,15.38,C18077,United Kingdom,114,46,12,Adequate
534208,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-09-20,1.6,4.8,C11759,United Kingdom,215,51,16,Adequate
588824,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,6,2010-09-20,2.71,16.27,C15277,United Kingdom,144,62,16,Adequate
524099,S10012,HAND WARMER UNION JACK,Gifts,2,2010-09-20,1.79,3.59,C18708,United Kingdom,254,60,3,Adequate
591422,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,2010-09-20,1.67,1.67,C16636,United Kingdom,163,71,12,Adequate
522088,S10004,LUNCH BAG RED RETROSPOT,Bags,12,2010-09-20,1.69,20.31,C16414,United Kingdom,154,86,9,Adequate
513067,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,6,2010-09-20,2.46,14.77,C15472,United Kingdom,188,34,9,Adequate
554247,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,1,2010-09-20,4.74,4.74,C11739,United Kingdom,114,46,12,Adequate
568643,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,36,2010-09-20,1.2,43.16,C12328,United Kingdom,108,85,6,Adequate
523390,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,6,2010-09-20,3.2,19.18,C18466,United Kingdom,275,90,18,Adequate
553397,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,2,2010-09-20,2.63,5.26,C19274,United Kingdom,189,53,4,Adequate
591425,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,36,2010-09-20,3.3,118.79,C14566,United Kingdom,275,90,18,Adequate
527616,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,3,2010-09-21,2.72,8.16,C10678,United Kingdom,189,53,4,Adequate
570561,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,48,2010-09-21,3.57,171.16,C10894,Netherlands,275,90,18,Adequate
599438,S10003,PARTY BUNTING,Party,1,2010-09-21,4.97,4.97,C19639,United Kingdom,229,56,6,Adequate
510539,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2010-09-21,1.89,3.79,C17380,United Kingdom,280,35,16,Adequate
549767,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,6,2010-09-21,1.26,7.55,C18291,United Kingdom,108,85,6,Adequate
552656,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,1,2010-09-21,3.58,3.58,C16162,United Kingdom,52,71,8,Low
530978,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,1,2010-09-21,2.95,2.95,C13907,United Kingdom,28,22,3,Adequate
553997,S10004,LUNCH BAG RED RETROSPOT,Bags,10,2010-09-21,1.66,16.61,C16633,United Kingdom,154,86,9,Adequate
577955,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-09-21,1.3,2.59,C15778,United Kingdom,237,65,5,Adequate
511188,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,24,2010-09-21,2.32,55.66,C15434,United Kingdom,188,34,9,Adequate
549308,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,3,2010-09-21,4.18,12.53,C15436,Germany,114,46,12,Adequate
573759,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,12,2010-09-21,4.29,51.45,C18223,United Kingdom,191,64,15,Adequate
591519,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,3,2010-09-22,1.27,3.82,C17017,Netherlands,237,65,5,Adequate
550362,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2010-09-22,1.24,4.96,C11580,Australia,108,85,6,Adequate
582776,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-09-22,1.25,2.5,C12466,Netherlands,237,65,5,Adequate
567393,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,6,2010-09-22,3.54,21.23,C13509,United Kingdom,275,90,18,Adequate
579230,S10004,LUNCH BAG RED RETROSPOT,Bags,2,2010-09-22,1.61,3.22,C11001,United Kingdom,154,86,9,Adequate
554556,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,2,2010-09-22,1.82,3.65,C14832,United Kingdom,280,35,16,Adequate
526454,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,1,2010-09-22,2.76,2.76,C18864,United Kingdom,189,53,4,Adequate
551451,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,1,2010-09-22,1.74,1.74,C17958,United Kingdom,280,35,16,Adequate
559625,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-09-22,1.68,3.35,C15112,United Kingdom,163,71,12,Adequate
591698,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,8,2010-09-22,2.54,20.33,C17785,Australia,144,62,16,Adequate
522311,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,2,2010-09-22,3.19,6.38,C17133,United Kingdom,28,22,3,Adequate
541712,S10003,PARTY BUNTING,Party,2,2010-09-22,4.88,9.75,C14676,United Kingdom,229,56,6,Adequate
551428,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,12,2010-09-23,4.29,51.51,C18148,United Kingdom,191,64,15,Adequate
593380,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,6,2010-09-23,2.67,16.0,C14303,Australia,144,62,16,Adequate
596229,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,24,2010-09-23,1.2,28.74,C15318,United Kingdom,108,85,6,Adequate
582061,S10002,JUMBO BAG RED RETROSPOT,Bags,24,2010-09-23,1.76,42.32,C17816,United Kingdom,215,51,16,Adequate
570844,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,1,2010-09-23,2.99,2.99,C19776,United Kingdom,189,53,4,Adequate
593359,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,36,2010-09-23,3.78,136.24,C18217,United Kingdom,52,71,8,Low
543796,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,1,2010-09-23,2.48,2.48,C17391,United Kingdom,144,62,16,Adequate
568187,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,24,2010-09-23,1.35,32.44,C15610,United Kingdom,237,65,5,Adequate
524725,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2010-09-23,1.3,5.2,C17450,France,108,85,6,Adequate
531510,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,4,2010-09-23,3.4,13.62,C16312,United Kingdom,275,90,18,Adequate
510722,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,8,2010-09-23,1.34,10.71,C12020,United Kingdom,237,65,5,Adequate
558617,S10012,HAND WARMER UNION JACK,Gifts,12,2010-09-23,1.97,23.67,C18402,United Kingdom,254,60,3,Adequate
562552,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,6,2010-09-23,2.9,17.4,C13178,Spain,28,22,3,Adequate
562463,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,3,2010-09-23,12.91,38.73,C19046,Australia,90,78,17,Adequate
529258,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,1,2010-09-23,4.37,4.37,C19025,United Kingdom,191,64,15,Adequate
552697,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,10,2010-09-24,1.25,12.52,C10316,Spain,108,85,6,Adequate
532633,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2010-09-24,1.16,1.16,C14417,United Kingdom,237,65,5,Adequate
571479,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,8,2010-09-24,1.19,9.53,C18088,United Kingdom,237,65,5,Adequate
553584,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,4,2010-09-24,2.56,10.25,C12666,United Kingdom,189,53,4,Adequate
516690,S10015,PINK CHERRY LIGHTS,Lighting,3,2010-09-24,7.12,21.36,C11085,United Kingdom,107,31,4,Adequate
518151,S10002,JUMBO BAG RED RETROSPOT,Bags,6,2010-09-24,1.55,9.31,C17645,United Kingdom,215,51,16,Adequate
566598,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,8,2010-09-24,2.47,19.79,C17250,United Kingdom,188,34,9,Adequate
532871,S10012,HAND WARMER UNION JACK,Gifts,24,2010-09-24,2.02,48.47,C13863,France,254,60,3,Adequate
535363,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-09-24,1.81,3.62,C17541,United Kingdom,163,71,12,Adequate
534030,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,24,2010-09-24,3.08,73.89,C14960,United Kingdom,275,90,18,Adequate
544656,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,36,2010-09-25,2.76,99.41,C14026,United Kingdom,28,22,3,Adequate
534739,S10003,PARTY BUNTING,Party,10,2010-09-25,4.76,47.58,C18780,United Kingdom,229,56,6,Adequate
551361,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,12,2010-09-25,3.19,38.3,C16238,Australia,128,80,3,Adequate
528916,S10012,HAND WARMER UNION JACK,Gifts,6,2010-09-25,1.7,10.18,C18869,United Kingdom,254,60,3,Adequate
584080,S10002,JUMBO BAG RED RETROSPOT,Bags,1,2010-09-25,1.65,1.65,C17687,Spain,215,51,16,Adequate
553844,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2010-09-25,1.29,5.18,C11849,United Kingdom,237,65,5,Adequate
562305,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,8,2010-09-25,1.31,10.48,C11309,United Kingdom,237,65,5,Adequate
592184,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,24,2010-09-25,1.65,39.6,C11590,United Kingdom,163,71,12,Adequate
511065,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,4,2010-09-25,1.23,4.93,C17521,United Kingdom,237,65,5,Adequate
533518,S10015,PINK CHERRY LIGHTS,Lighting,10,2010-09-25,7.07,70.74,C19587,United Kingdom,107,31,4,Adequate
521646,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,8,2010-09-25,4.62,37.0,C13973,United Kingdom,114,46,12,Adequate
592126,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-09-25,1.3,2.6,C16593,United Kingdom,237,65,5,Adequate
564915,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,2,2010-09-25,2.81,5.62,C10836,United Kingdom,189,53,4,Adequate
529885,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,8,2010-09-25,1.23,9.81,C19257,United Kingdom,237,65,5,Adequate
515862,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2010-09-25,1.5,2.99,C15374,United Kingdom,215,51,16,Adequate
516215,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-09-25,1.82,3.63,C17122,United Kingdom,163,71,12,Adequate
572279,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,6,2010-09-25,2.46,14.78,C14160,United Kingdom,144,62,16,Adequate
519851,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,10,2010-09-26,3.0,30.03,C13045,United Kingdom,28,22,3,Adequate
545524,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,4,2010-09-26,2.31,9.22,C16616,United Kingdom,144,62,16,Adequate
584006,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,12,2010-09-26,3.39,40.66,C14431,Netherlands,128,80,3,Adequate
599194,S10004,LUNCH BAG RED RETROSPOT,Bags,2,2010-09-26,1.66,3.32,C11959,Netherlands,154,86,9,Adequate
534206,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-09-26,1.26,2.52,C11715,United Kingdom,237,65,5,Adequate
551010,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,6,2010-09-26,2.13,12.77,C17098,United Kingdom,280,35,16,Adequate
597162,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,10,2010-09-26,1.21,12.11,C18212,United Kingdom,237,65,5,Adequate
525921,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,4,2010-09-26,3.07,12.28,C12406,United Kingdom,28,22,3,Adequate
573314,S10002,JUMBO BAG RED RETROSPOT,Bags,1,2010-09-26,1.69,1.69,C17246,Australia,215,51,16,Adequate
537174,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,6,2010-09-26,4.11,24.63,C10132,Australia,191,64,15,Adequate
551283,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,10,2010-09-27,4.84,48.37,C18867,Germany,114,46,12,Adequate
586150,S10002,JUMBO BAG RED RETROSPOT,Bags,2,2010-09-27,1.64,3.27,C18818,United Kingdom,215,51,16,Adequate
517845,S10007,CREAM CUPID HEARTS COAT HANGER,Home Decor,1,2010-09-27,2.87,2.87,C17154,Spain,189,53,4,Adequate
571987,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2010-09-27,1.37,5.49,C10789,United Kingdom,108,85,6,Adequate
593364,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2010-09-27,1.26,1.26,C15511,United Kingdom,237,65,5,Adequate
525273,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,3,2010-09-27,3.74,11.21,C10990,United Kingdom,52,71,8,Low
588199,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2010-09-27,1.32,1.32,C13456,United Kingdom,237,65,5,Adequate
520348,S10004,LUNCH BAG RED RETROSPOT,Bags,2,2010-09-27,1.77,3.53,C18987,United Kingdom,154,86,9,Adequate
511778,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-09-27,1.58,4.73,C17988,United Kingdom,215,51,16,Adequate
545306,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,1,2010-09-27,1.81,1.81,C14247,United Kingdom,280,35,16,Adequate
550571,S10002,JUMBO BAG RED RETROSPOT,Bags,1,2010-09-27,1.71,1.71,C17421,Germany,215,51,16,Adequate
539714,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,10,2010-09-27,1.24,12.42,C16273,United Kingdom,237,65,5,Adequate
586324,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,1,2010-09-27,4.05,4.05,C11598,United Kingdom,191,64,15,Adequate
515336,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,2010-09-28,1.74,10.41,C13922,United Kingdom,163,71,12,Adequate
558740,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,10,2010-09-28,2.64,26.36,C16696,United Kingdom,144,62,16,Adequate
581656,S10002,JUMBO BAG RED RETROSPOT,Bags,1,2010-09-28,1.62,1.62,C12032,Australia,215,51,16,Adequate
548297,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,2,2010-09-28,1.25,2.51,C17958,United Kingdom,108,85,6,Adequate
532015,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,6,2010-09-28,4.13,24.76,C19905,United Kingdom,191,64,15,Adequate
582893,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-09-28,1.6,3.19,C18521,Netherlands,163,71,12,Adequate
597860,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-09-28,1.61,4.83,C13542,France,215,51,16,Adequate
525208,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,10,2010-09-28,4.27,42.66,C11696,United Kingdom,191,64,15,Adequate
554484,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,1,2010-09-28,1.16,1.16,C19682,United Kingdom,108,85,6,Adequate
581324,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,6,2010-09-28,1.65,9.93,C13126,United Kingdom,163,71,12,Adequate
593168,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,24,2010-09-28,1.26,30.13,C19266,United Kingdom,237,65,5,Adequate
559211,S10003,PARTY BUNTING,Party,1,2010-09-29,5.25,5.25,C13425,United Kingdom,229,56,6,Adequate
598435,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,1,2010-09-29,3.73,3.73,C18868,Australia,52,71,8,Low
578749,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,4,2010-09-29,4.36,17.44,C15694,United Kingdom,114,46,12,Adequate
575653,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,36,2010-09-29,1.24,44.53,C18002,United Kingdom,237,65,5,Adequate
549591,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,2,2010-09-29,1.64,3.28,C11272,United Kingdom,163,71,12,Adequate
599279,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,3,2010-09-29,1.28,3.85,C11350,United Kingdom,237,65,5,Adequate
575821,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,1,2010-09-29,1.66,1.66,C19322,Netherlands,163,71,12,Adequate
569036,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,3,2010-09-29,2.2,6.61,C18368,United Kingdom,144,62,16,Adequate
592925,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,1,2010-09-30,3.49,3.49,C17934,United Kingdom,28,22,3,Adequate
516745,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,3,2010-09-30,1.26,3.78,C14003,United Kingdom,237,65,5,Adequate
595613,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,4,2010-09-30,1.26,5.02,C13264,United Kingdom,108,85,6,Adequate
581225,S10006,PAPER CHAIN KIT 50S CHRISTMAS,Party,48,2010-09-30,2.35,112.97,C19309,Spain,144,62,16,Adequate
547877,S10015,PINK CHERRY LIGHTS,Lighting,10,2010-09-30,6.44,64.41,C19649,United Kingdom,107,31,4,Adequate
530595,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,10,2010-09-30,3.37,33.74,C14191,United Kingdom,275,90,18,Adequate
549975,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-09-30,1.27,2.54,C10688,United Kingdom,237,65,5,Adequate
554296,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,1,2010-09-30,3.05,3.05,C15074,United Kingdom,28,22,3,Adequate
583848,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,6,2010-09-30,1.26,7.59,C11582,United Kingdom,237,65,5,Adequate
553629,S10011,GLASS STAR FROSTED T-LIGHT HOLDER,Home Decor,4,2010-09-30,4.0,15.99,C19993,United Kingdom,191,64,15,Adequate
590076,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,4,2010-09-30,1.62,6.47,C19515,France,280,35,16,Adequate
537109,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,1,2010-09-30,1.24,1.24,C19967,United Kingdom,237,65,5,Adequate
525181,S10010,SET 7 BABUSHKA NESTING BOXES,Toys,5,2010-10-01,7.45,37.23,C14907,United Kingdom,196,86,18,Adequate
529854,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,2,2010-10-01,2.3,4.59,C13808,Australia,188,34,9,Adequate
541473,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,3,2010-10-01,4.84,14.53,C10364,United Kingdom,114,46,12,Adequate
581485,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,1,2010-10-01,1.15,1.15,C10515,Germany,108,85,6,Adequate
588500,S10004,LUNCH BAG RED RETROSPOT,Bags,15,2010-10-01,1.7,25.51,C10575,Spain,154,86,9,Adequate
584860,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,1,2010-10-01,3.52,3.52,C14917,United Kingdom,52,71,8,Low
573659,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,31,2010-10-01,1.26,39.01,C16908,United Kingdom,108,85,6,Adequate
522471,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,15,2010-10-01,3.97,59.5,C18142,United Kingdom,52,71,8,Low
596569,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,10,2010-10-02,2.41,24.09,C14776,United Kingdom,188,34,9,Adequate
594934,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,62,2010-10-02,1.36,84.05,C16133,Germany,237,65,5,Adequate
524491,S10001,REGENCY CAKESTAND 3 TIER,Kitchenware,1,2010-10-02,13.97,13.97,C18733,United Kingdom,90,78,17,Adequate
511044,S10012,HAND WARMER UNION JACK,Gifts,7,2010-10-02,1.87,13.1,C17238,United Kingdom,254,60,3,Adequate
597460,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,13,2010-10-02,3.03,39.39,C17909,Australia,28,22,3,Adequate
547998,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,1,2010-10-02,3.57,3.57,C19128,United Kingdom,128,80,3,Adequate
567801,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,5,2010-10-02,3.03,15.15,C14049,United Kingdom,28,22,3,Adequate
584803,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,3,2010-10-02,3.01,9.04,C11373,United Kingdom,28,22,3,Adequate
517440,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,3,2010-10-02,1.8,5.4,C17815,United Kingdom,280,35,16,Adequate
592725,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,31,2010-10-02,1.69,52.51,C12132,United Kingdom,280,35,16,Adequate
558032,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,5,2010-10-02,1.72,8.61,C16508,France,280,35,16,Adequate
551822,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,1,2010-10-02,2.74,2.74,C16470,United Kingdom,188,34,9,Adequate
563035,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,31,2010-10-03,3.85,119.38,C12539,Germany,52,71,8,Low
521351,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,2,2010-10-03,1.23,2.47,C12756,United Kingdom,237,65,5,Adequate
599107,S10002,JUMBO BAG RED RETROSPOT,Bags,15,2010-10-03,1.75,26.31,C15279,United Kingdom,215,51,16,Adequate
519646,S10002,JUMBO BAG RED RETROSPOT,Bags,62,2010-10-03,1.59,98.47,C17375,United Kingdom,215,51,16,Adequate
512628,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,15,2010-10-03,1.29,19.3,C16333,United Kingdom,237,65,5,Adequate
572105,S10002,JUMBO BAG RED RETROSPOT,Bags,7,2010-10-03,1.66,11.59,C19945,Australia,215,51,16,Adequate
520345,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,10,2010-10-03,3.02,30.18,C19882,United Kingdom,28,22,3,Adequate
567670,S10012,HAND WARMER UNION JACK,Gifts,7,2010-10-03,1.82,12.73,C12549,Australia,254,60,3,Adequate
599306,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,3,2010-10-03,1.61,4.83,C15242,Australia,163,71,12,Adequate
566081,S10015,PINK CHERRY LIGHTS,Lighting,2,2010-10-03,6.66,13.33,C18923,Australia,107,31,4,Adequate
561045,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,2,2010-10-03,3.26,6.51,C10833,United Kingdom,128,80,3,Adequate
526705,S10002,JUMBO BAG RED RETROSPOT,Bags,10,2010-10-04,1.65,16.5,C14686,Spain,215,51,16,Adequate
528747,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,7,2010-10-04,1.71,11.94,C16118,United Kingdom,280,35,16,Adequate
579739,S10005,ASSORTED COLOUR BIRD ORNAMENT,Home Decor,5,2010-10-04,1.58,7.92,C19427,United Kingdom,163,71,12,Adequate
573406,S10013,VINTAGE UNION JACK MEMOBOARD,Stationery,7,2010-10-04,3.82,26.71,C10284,United Kingdom,52,71,8,Low
597788,S10004,LUNCH BAG RED RETROSPOT,Bags,10,2010-10-04,1.64,16.39,C17491,Belgium,154,86,9,Adequate
528972,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,10,2010-10-04,3.42,34.22,C13538,United Kingdom,128,80,3,Adequate
554001,S10016,WOODEN PICTURE FRAME WHITE FINISH,Home Decor,1,2010-10-04,2.44,2.44,C14233,United Kingdom,188,34,9,Adequate
527934,S10002,JUMBO BAG RED RETROSPOT,Bags,3,2010-10-04,1.86,5.57,C10075,United Kingdom,215,51,16,Adequate
575773,S10019,BAKING SET 9 PIECE RETROSPOT,Kitchenware,2,2010-10-04,4.68,9.36,C19087,United Kingdom,114,46,12,Adequate
520575,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,5,2010-10-04,1.23,6.13,C17015,United Kingdom,237,65,5,Adequate
536624,S10009,RED WOOLLY HOTTIE WHITE HEART,Gifts,1,2010-10-04,3.41,3.41,C11744,Germany,275,90,18,Adequate
575656,S10017,JUMBO SHOPPER VINTAGE RED PAISLEY,Bags,10,2010-10-04,1.94,19.44,C17237,United Kingdom,280,35,16,Adequate
586808,S10018,WOODEN FRAME ANTIQUE WHITE,Home Decor,1,2010-10-04,2.94,2.94,C16700,Netherlands,28,22,3,Adequate
592103,S10003,PARTY BUNTING,Party,2,2010-10-05,5.12,10.24,C17345,United Kingdom,229,56,6,Adequate
521923,S10002,JUMBO BAG RED RETROSPOT,Bags,13,2010-10-05,1.68,21.87,C14783,Australia,215,51,16,Adequate
555944,S10014,STRAWBERRY CERAMIC TRINKET BOX,Ceramics,1,2010-10-05,1.23,1.23,C19130,United Kingdom,108,85,6,Adequate
593713,S10000,WHITE HANGING HEART T-LIGHT HOLDER,Home Decor,7,2010-10-05,1.26,8.8,C13341,United Kingdom,237,65,5,Adequate
514917,S10008,KNITTED UNION FLAG HOT WATER BOTTLE,Gifts,31,2010-10-05,3.66,113.49,C17008,United Kingdom,128,80,3,Adequate
